東部;toubu.png;1909;2589;50;139.9445297700676;104;39.04046659744951;1868;139.96403164419007;2505;39.020472768118864
藤井;fujii.png;1565;2117;79;139.93841904476;84;39.05131728821;1371;139.95227141995;1960;39.0356716804129
広野;hirono.png;1888;1345;34;139.92795132254;45;39.0572809159392;1864;139.95403343036;1266;39.04372895619
野沢;nozawa.png;1653;2158;132;139.92285322692;80;39.04556887563;1584;139.938443079853;2091;39.0287975537957
上吉出;kamiyoshide.png;1920;2160;133;139.922860226244;385;39.0285142677754;1804;139.940766228895;1679;39.0177314432419
下吉出;shimoyoshide.png;1920;2160;463;139.912170746777;253;39.0310473790038;1616;139.924531022051;1887;39.0174511418573
西部;seibu.png;1696;2596;124;139.893119759333;210;39.0294484952891;1587;139.908818761212;2526;39.0101406343014
町中;machinaka.png;1916;1670;143;139.90844587785;85;39.0167778072098;1859;139.917653522424;1561;39.0106009143436
